customer_id,recency,frequency,monetary,ml_cluster,rfm_segment,r_score,f_score,m_score
CUST_03193,425,12,1152.1100000000001,6,Loyal Customers,2,4,3
CUST_03194,510,4,278.53,1,Hibernating,2,2,2
CUST_03195,90,27,7345.7,7,Champions,4,5,5
CUST_03196,591,8,2065.15,1,Cannot Lose Them,1,3,4
CUST_03197,439,32,9335.28,0,Cannot Lose Them,2,5,5
CUST_03198,717,19,4536.66,0,Cannot Lose Them,1,5,5
CUST_03199,141,9,1158.25,2,Potential Loyalists,4,3,3
CUST_03200,406,14,2419.5,6,Cannot Lose Them,2,4,4
CUST_03201,158,13,1321.26,2,Loyal Customers,4,4,3
CUST_03202,149,11,2294.04,2,Champions,4,4,4
CUST_03203,145,11,1160.71,2,Loyal Customers,4,4,3
CUST_03204,94,5,861.46,2,Potential Loyalists,4,2,3
CUST_03205,161,4,1242.33,4,Potential Loyalists,4,2,3
CUST_03206,146,2,142.03,4,New Customers,4,1,1
CUST_03207,131,23,6859.889999999999,7,Champions,4,5,5
CUST_03208,12,6,478.19,2,Potential Loyalists,5,2,2
CUST_03209,124,42,10419.97,3,Champions,4,5,5
CUST_03210,45,9,1421.44,2,Potential Loyalists,5,3,3
CUST_03211,69,21,5320.47,7,Champions,4,5,5
CUST_03212,18,10,1449.33,2,Potential Loyalists,5,3,3
CUST_03213,443,16,2886.73,6,Cannot Lose Them,2,4,4
CUST_03214,378,15,3187.14,6,Cannot Lose Them,2,4,4
CUST_03215,277,4,755.7,4,Need Attention,3,2,2
CUST_03216,161,17,3170.09,6,Champions,4,4,4
CUST_03217,249,8,1466.38,4,Need Attention,3,3,3
CUST_03218,354,5,857.3,4,Need Attention,3,2,3
CUST_03219,1,13,1822.3000000000002,2,Champions,5,4,4
CUST_03220,14,28,7567.65,7,Champions,5,5,5
CUST_03221,367,1,34.74,4,Hibernating,2,1,1
CUST_03222,796,2,31.53,5,Hibernating,1,1,1
CUST_03223,516,11,1550.68,1,Loyal Customers,2,4,3
CUST_03224,15,8,989.97,2,Potential Loyalists,5,3,3
CUST_03225,563,8,717.6700000000001,1,At Risk,1,3,2
CUST_03226,277,3,212.27,4,Need Attention,3,2,1
CUST_03227,200,9,1370.66,2,Potential Loyalists,4,3,3
CUST_03228,228,3,272.34000000000003,4,Need Attention,3,2,2
CUST_03229,358,4,873.8199999999999,4,Need Attention,3,2,3
CUST_03230,124,10,1889.67,2,Champions,4,4,4
CUST_03231,891,1,6.1,5,Hibernating,1,1,1
CUST_03232,307,38,12442.9,3,Loyal Customers,3,5,5
CUST_03233,438,4,375.61,1,Hibernating,2,2,2
CUST_03234,487,1,27.58,1,Hibernating,2,1,1
CUST_03235,30,11,1443.1299999999999,2,Loyal Customers,5,4,3
CUST_03236,24,8,673.6899999999999,2,Potential Loyalists,5,3,2
CUST_03237,538,2,174.95,1,Hibernating,1,1,1
CUST_03238,487,2,268.65999999999997,1,Hibernating,2,1,2
CUST_03239,150,3,174.26999999999998,4,Potential Loyalists,4,2,1
CUST_03240,343,6,1130.35,4,Need Attention,3,2,3
CUST_03241,492,12,1654.79,1,Cannot Lose Them,2,4,4
CUST_03242,687,5,496.44,5,Hibernating,1,2,2
CUST_03243,843,1,79.66,5,Hibernating,1,1,1
CUST_03244,126,2,130.81,4,New Customers,4,1,1
CUST_03245,402,1,21.18,4,Hibernating,2,1,1
CUST_03246,46,6,937.37,2,Potential Loyalists,5,2,3
CUST_03247,116,5,466.55,2,Potential Loyalists,4,2,2
CUST_03248,346,6,641.78,4,Need Attention,3,2,2
CUST_03249,110,5,785.3199999999999,2,Potential Loyalists,4,2,2
CUST_03250,583,3,308.43,1,Hibernating,1,2,2
CUST_03251,55,9,1406.62,2,Potential Loyalists,5,3,3
CUST_03252,261,11,2814.91,6,Loyal Customers,3,4,4
CUST_03253,202,19,3920.27,6,Champions,4,5,5
CUST_03254,172,14,2039.72,6,Champions,4,4,4
CUST_03255,223,2,154.94,4,Need Attention,3,1,1
CUST_03256,17,7,1073.01,2,Potential Loyalists,5,3,3
CUST_03257,110,16,3563.6,6,Champions,4,4,4
CUST_03258,47,8,2064.89,2,Potential Loyalists,5,3,4
CUST_03259,245,1,220.41,4,Need Attention,3,1,1
CUST_03260,290,7,884.36,4,Need Attention,3,3,3
CUST_03261,5,30,8158.88,7,Champions,5,5,5
CUST_03262,273,9,1394.38,4,Need Attention,3,3,3
CUST_03263,554,29,7365.98,0,Cannot Lose Them,1,5,5
CUST_03264,457,2,154.61,1,Hibernating,2,1,1
CUST_03265,15,12,2461.91,2,Champions,5,4,4
CUST_03266,538,7,1125.31,1,At Risk,1,3,3
CUST_03267,10,12,3003.95,2,Champions,5,4,4
CUST_03268,254,30,7508.08,7,Loyal Customers,3,5,5
CUST_03269,206,7,1044.91,4,Potential Loyalists,4,3,3
CUST_03270,19,15,3622.7599999999998,2,Champions,5,4,4
CUST_03271,294,1,48.04,4,Need Attention,3,1,1
CUST_03272,512,2,297.16,1,Hibernating,2,1,2
CUST_03273,567,1,65.37,1,Hibernating,1,1,1
CUST_03274,198,18,2506.35,6,Champions,4,5,4
CUST_03275,494,11,2047.07,1,Cannot Lose Them,2,4,4
CUST_03276,266,1,99.53,4,Need Attention,3,1,1
CUST_03277,310,1,70.01,4,Need Attention,3,1,1
CUST_03278,531,6,819.52,1,Hibernating,1,2,2
CUST_03279,506,28,7327.57,0,Cannot Lose Them,2,5,5
CUST_03280,440,2,198.7,1,Hibernating,2,1,1
CUST_03281,674,4,591.14,5,Hibernating,1,2,2
CUST_03282,354,2,122.59,4,Need Attention,3,1,1
CUST_03283,441,3,168.5,1,Hibernating,2,2,1
CUST_03284,237,14,2422.12,6,Loyal Customers,3,4,4
CUST_03285,271,9,948.91,4,Need Attention,3,3,3
CUST_03286,648,4,455.35999999999996,5,Hibernating,1,2,2
CUST_03287,104,10,1840.55,2,Champions,4,4,4
CUST_03288,42,16,2290.35,2,Champions,5,4,4
CUST_03289,382,4,610.86,4,Hibernating,2,2,2
CUST_03290,596,5,541.5899999999999,1,Hibernating,1,2,2
CUST_03291,66,35,11388.95,3,Champions,4,5,5
CUST_03292,697,8,1335.3,5,At Risk,1,3,3
CUST_03293,616,6,613.49,1,Hibernating,1,2,2
CUST_03294,396,3,665.47,1,Hibernating,2,2,2
CUST_03295,467,29,6700.4,0,Cannot Lose Them,2,5,5
CUST_03296,257,2,376.93,4,Need Attention,3,1,2
CUST_03297,58,17,2695.27,2,Champions,4,4,4
CUST_03298,666,1,16.14,5,Hibernating,1,1,1
CUST_03299,235,28,7744.76,7,Loyal Customers,3,5,5
CUST_03300,183,17,2842.26,6,Champions,4,4,4
CUST_03301,82,14,2860.29,2,Champions,4,4,4
CUST_03302,72,19,4326.17,7,Champions,4,5,5
CUST_03303,52,18,1896.53,2,Champions,5,5,4
CUST_03304,126,17,1454.29,2,Loyal Customers,4,4,3
CUST_03305,576,11,2003.76,1,Cannot Lose Them,1,4,4
CUST_03306,7,10,1728.15,2,Champions,5,4,4
CUST_03307,127,11,1401.49,2,Loyal Customers,4,4,3
CUST_03308,37,4,583.81,2,Potential Loyalists,5,2,2
CUST_03309,683,2,102.11000000000001,5,Hibernating,1,1,1
CUST_03310,277,17,2351.4,6,Loyal Customers,3,4,4
CUST_03311,21,10,1141.48,2,Loyal Customers,5,4,3
CUST_03312,232,17,2744.75,6,Loyal Customers,3,4,4
CUST_03313,48,37,10042.18,3,Champions,5,5,5
CUST_03314,437,1,20.79,1,Hibernating,2,1,1
CUST_03315,392,2,199.16,4,Hibernating,2,1,1
CUST_03316,22,8,1789.19,2,Potential Loyalists,5,3,4
CUST_03317,417,12,1934.76,6,Cannot Lose Them,2,4,4
CUST_03318,376,8,1184.8600000000001,1,At Risk,2,3,3
CUST_03319,584,5,364.05,1,Hibernating,1,2,2
CUST_03320,281,5,546.43,4,Need Attention,3,2,2
CUST_03321,52,7,993.9200000000001,2,Potential Loyalists,5,3,3
CUST_03322,438,9,2449.07,1,Cannot Lose Them,2,3,4
CUST_03323,19,23,7178.17,7,Champions,5,5,5
CUST_03324,176,8,568.8,4,Potential Loyalists,4,3,2
CUST_03325,292,15,2015.46,6,Loyal Customers,3,4,4
CUST_03326,375,15,1330.9,6,Loyal Customers,2,4,3
CUST_03327,266,21,6072.7300000000005,7,Loyal Customers,3,5,5
CUST_03328,422,8,2088.83,1,Cannot Lose Them,2,3,4
CUST_03329,692,3,286.01,5,Hibernating,1,2,2
CUST_03330,427,21,6155.38,0,Cannot Lose Them,2,5,5
CUST_03331,69,5,477.14,2,Potential Loyalists,4,2,2
CUST_03332,639,1,69.85,5,Hibernating,1,1,1
CUST_03333,11,5,524.71,2,Potential Loyalists,5,2,2
CUST_03334,158,2,213.95,4,New Customers,4,1,1
CUST_03335,405,5,777.98,1,Hibernating,2,2,2
CUST_03336,136,10,1290.45,2,Loyal Customers,4,4,3
CUST_03337,524,9,957.9100000000001,1,At Risk,2,3,3
CUST_03338,347,15,2413.26,6,Loyal Customers,3,4,4
CUST_03339,418,2,164.36,1,Hibernating,2,1,1
CUST_03340,505,3,229.52,1,Hibernating,2,2,1
CUST_03341,630,6,632.98,1,Hibernating,1,2,2
CUST_03342,552,2,739.5999999999999,1,Hibernating,1,1,2
CUST_03343,508,10,716.09,1,Loyal Customers,2,4,2
CUST_03344,894,1,47.41,5,Hibernating,1,1,1
CUST_03345,268,36,8517.47,3,Loyal Customers,3,5,5
CUST_03346,341,6,935.12,4,Need Attention,3,2,3
CUST_03347,374,6,572.49,4,Hibernating,2,2,2
CUST_03348,410,21,7466.37,0,Cannot Lose Them,2,5,5
CUST_03349,380,17,3249.29,6,Cannot Lose Them,2,4,4
CUST_03350,9,23,6191.09,7,Champions,5,5,5
CUST_03351,698,2,348.82,5,Hibernating,1,1,2
CUST_03352,819,1,23.4,5,Hibernating,1,1,1
CUST_03353,163,27,7800.87,7,Champions,4,5,5
CUST_03354,33,7,1210.3999999999999,2,Potential Loyalists,5,3,3
CUST_03355,740,20,6807.76,0,Cannot Lose Them,1,5,5
CUST_03356,551,1,54.24,1,Hibernating,1,1,1
CUST_03357,407,9,1044.51,1,At Risk,2,3,3
CUST_03358,478,14,2454.43,6,Cannot Lose Them,2,4,4
CUST_03359,13,17,3247.04,2,Champions,5,4,4
CUST_03360,755,2,119.0,5,Hibernating,1,1,1
CUST_03361,10,23,6842.79,7,Champions,5,5,5
CUST_03362,170,15,3529.97,6,Champions,4,4,4
CUST_03363,6,18,5221.77,7,Champions,5,5,5
CUST_03364,125,36,11819.28,3,Champions,4,5,5
CUST_03365,148,41,10192.93,3,Champions,4,5,5
CUST_03366,5,32,9298.31,3,Champions,5,5,5
CUST_03367,318,2,283.21,4,Need Attention,3,1,2
CUST_03368,694,1,14.72,5,Hibernating,1,1,1
CUST_03369,52,8,1239.55,2,Potential Loyalists,5,3,3
CUST_03370,16,9,1585.96,2,Potential Loyalists,5,3,3
CUST_03371,443,1,164.24,1,Hibernating,2,1,1
CUST_03372,53,7,1076.8899999999999,2,Potential Loyalists,5,3,3
CUST_03373,2,21,8129.51,7,Champions,5,5,5
CUST_03374,581,28,6731.45,0,Cannot Lose Them,1,5,5
CUST_03375,35,9,1167.67,2,Potential Loyalists,5,3,3
CUST_03376,308,13,2715.1000000000004,6,Loyal Customers,3,4,4
CUST_03377,749,2,115.82,5,Hibernating,1,1,1
CUST_03378,9,33,9948.27,3,Champions,5,5,5
CUST_03379,13,28,7335.7,7,Champions,5,5,5
CUST_03380,242,1,18.19,4,Need Attention,3,1,1
CUST_03381,393,16,2938.99,6,Cannot Lose Them,2,4,4
CUST_03382,514,3,342.7,1,Hibernating,2,2,2
CUST_03383,584,1,158.48,1,Hibernating,1,1,1
CUST_03384,829,1,73.58,5,Hibernating,1,1,1
CUST_03385,58,16,3506.1,2,Champions,4,4,4
CUST_03386,228,16,2808.38,6,Loyal Customers,3,4,4
CUST_03387,233,8,746.3199999999999,4,Need Attention,3,3,2
CUST_03388,458,2,81.57,1,Hibernating,2,1,1
CUST_03389,297,15,3229.39,6,Loyal Customers,3,4,4
CUST_03390,28,8,1061.17,2,Potential Loyalists,5,3,3
CUST_03391,501,2,302.67,1,Hibernating,2,1,2
CUST_03392,181,2,140.49,4,New Customers,4,1,1
CUST_03393,62,26,6654.62,7,Champions,4,5,5
CUST_03394,388,5,379.13,4,Hibernating,2,2,2
CUST_03395,223,39,10265.15,3,Loyal Customers,3,5,5
CUST_03396,605,1,61.58,5,Hibernating,1,1,1
CUST_03397,512,1,100.6,1,Hibernating,2,1,1
CUST_03398,296,25,6851.01,0,Loyal Customers,3,5,5
CUST_03399,186,6,555.66,4,Potential Loyalists,4,2,2
CUST_03400,12,8,1247.44,2,Potential Loyalists,5,3,3
CUST_03401,387,17,3301.65,6,Cannot Lose Them,2,4,4
CUST_03402,22,25,5431.87,7,Champions,5,5,5
CUST_03403,2,19,5028.83,7,Champions,5,5,5
CUST_03404,315,18,2202.67,6,Loyal Customers,3,5,4
CUST_03405,365,3,205.79,4,Need Attention,3,2,1
CUST_03406,377,41,11331.91,3,Cannot Lose Them,2,5,5
CUST_03407,288,11,1854.8400000000001,6,Loyal Customers,3,4,4
CUST_03408,893,1,108.93,5,Hibernating,1,1,1
CUST_03409,133,14,4049.43,6,Champions,4,4,5
CUST_03410,266,36,11942.42,3,Loyal Customers,3,5,5
CUST_03411,139,12,2040.66,2,Champions,4,4,4
CUST_03412,515,9,2221.9300000000003,1,Cannot Lose Them,2,3,4
CUST_03413,217,1,33.18,4,Need Attention,3,1,1
CUST_03414,4,14,4148.13,2,Champions,5,4,5
CUST_03415,461,15,2028.8500000000001,6,Cannot Lose Them,2,4,4
CUST_03416,705,2,164.44,5,Hibernating,1,1,1
CUST_03417,636,5,528.08,5,Hibernating,1,2,2
CUST_03418,225,2,15.36,4,Need Attention,3,1,1
CUST_03419,122,6,855.14,2,Potential Loyalists,4,2,3
CUST_03420,44,4,696.41,2,Potential Loyalists,5,2,2
CUST_03421,7,7,895.58,2,Potential Loyalists,5,3,3
CUST_03422,532,6,1229.55,1,Hibernating,1,2,3
CUST_03423,305,39,10218.33,3,Loyal Customers,3,5,5
CUST_03424,241,2,83.03999999999999,4,Need Attention,3,1,1
CUST_03425,221,24,7145.25,7,Loyal Customers,3,5,5
CUST_03426,39,7,746.51,2,Potential Loyalists,5,3,2
CUST_03427,201,2,68.79,4,New Customers,4,1,1
CUST_03428,15,20,6611.15,7,Champions,5,5,5
CUST_03429,736,20,7110.28,0,Cannot Lose Them,1,5,5
CUST_03430,23,15,2532.66,2,Champions,5,4,4
CUST_03431,103,42,11597.7,3,Champions,4,5,5
CUST_03432,107,8,929.76,2,Potential Loyalists,4,3,3
CUST_03433,44,9,1142.54,2,Potential Loyalists,5,3,3
CUST_03434,904,1,115.4,5,Hibernating,1,1,1
CUST_03435,152,6,1130.26,2,Potential Loyalists,4,2,3
CUST_03436,247,1,23.31,4,Need Attention,3,1,1
CUST_03437,512,13,2614.55,6,Cannot Lose Them,2,4,4
CUST_03438,356,32,12682.89,3,Loyal Customers,3,5,5
CUST_03439,141,9,1085.45,2,Potential Loyalists,4,3,3
CUST_03440,585,4,1111.26,1,Hibernating,1,2,3
CUST_03441,303,7,1123.4,4,Need Attention,3,3,3
CUST_03442,557,2,69.58000000000001,1,Hibernating,1,1,1
CUST_03443,609,12,1631.5,1,Loyal Customers,1,4,3
CUST_03444,261,28,6622.87,7,Loyal Customers,3,5,5
CUST_03445,618,2,262.93,5,Hibernating,1,1,1
CUST_03446,135,9,1367.31,2,Potential Loyalists,4,3,3
CUST_03447,465,5,926.21,1,Hibernating,2,2,3
CUST_03448,777,1,14.07,5,Hibernating,1,1,1
CUST_03449,344,18,2746.5499999999997,6,Loyal Customers,3,5,4
CUST_03450,10,12,1391.99,2,Loyal Customers,5,4,3
CUST_03451,329,2,322.09000000000003,4,Need Attention,3,1,2
CUST_03452,43,8,1200.19,2,Potential Loyalists,5,3,3
CUST_03453,457,8,817.09,1,At Risk,2,3,2
CUST_03454,42,10,1349.12,2,Loyal Customers,5,4,3
CUST_03455,15,17,2412.8,2,Champions,5,4,4
CUST_03456,55,24,7155.19,7,Champions,5,5,5
CUST_03457,77,4,471.61,2,Potential Loyalists,4,2,2
CUST_03458,372,23,5452.2300000000005,0,Cannot Lose Them,2,5,5
CUST_03459,669,2,28.99,5,Hibernating,1,1,1
CUST_03460,186,15,1366.67,6,Loyal Customers,4,4,3
CUST_03461,181,16,2521.85,6,Champions,4,4,4
CUST_03462,554,4,421.82,1,Hibernating,1,2,2
CUST_03463,196,3,253.0,4,Potential Loyalists,4,2,1
CUST_03464,181,16,3759.78,6,Champions,4,4,4
CUST_03465,646,1,72.6,5,Hibernating,1,1,1
CUST_03466,89,37,9252.99,3,Champions,4,5,5
CUST_03467,689,3,380.14000000000004,5,Hibernating,1,2,2
CUST_03468,20,20,4764.46,7,Champions,5,5,5
CUST_03469,342,9,608.24,4,Need Attention,3,3,2
CUST_03470,570,1,45.26,1,Hibernating,1,1,1
CUST_03471,889,1,84.14,5,Hibernating,1,1,1
CUST_03472,467,19,4956.08,0,Cannot Lose Them,2,5,5
CUST_03473,461,32,11930.960000000001,3,Cannot Lose Them,2,5,5
CUST_03474,461,8,865.16,1,At Risk,2,3,3
CUST_03475,50,7,859.8,2,Potential Loyalists,5,3,3
CUST_03476,382,7,600.19,1,At Risk,2,3,2
CUST_03477,36,5,638.1899999999999,2,Potential Loyalists,5,2,2
CUST_03478,19,10,2299.76,2,Champions,5,4,4
CUST_03479,512,6,1571.1599999999999,1,Hibernating,2,2,3
CUST_03480,25,39,8429.51,3,Champions,5,5,5
CUST_03481,440,1,138.79,1,Hibernating,2,1,1
CUST_03482,34,8,1437.45,2,Potential Loyalists,5,3,3
CUST_03483,369,35,11182.710000000001,3,Cannot Lose Them,2,5,5
CUST_03484,403,2,36.07,1,Hibernating,2,1,1
CUST_03485,619,1,75.39,5,Hibernating,1,1,1
CUST_03486,11,13,2823.0299999999997,2,Champions,5,4,4
CUST_03487,81,7,984.8199999999999,2,Potential Loyalists,4,3,3
CUST_03488,416,9,1503.48,1,At Risk,2,3,3
CUST_03489,85,18,3539.0699999999997,6,Champions,4,5,4
CUST_03490,59,9,1078.49,2,Potential Loyalists,4,3,3
CUST_03491,247,17,2462.52,6,Loyal Customers,3,4,4
CUST_03492,276,6,510.59,4,Need Attention,3,2,2
CUST_03493,546,1,83.69,1,Hibernating,1,1,1
CUST_03494,431,40,10528.59,3,Cannot Lose Them,2,5,5
CUST_03495,509,3,159.88,1,Hibernating,2,2,1
CUST_03496,39,25,9540.83,7,Champions,5,5,5
CUST_03497,535,8,457.85,1,At Risk,1,3,2
CUST_03498,483,10,1927.41,1,Cannot Lose Them,2,4,4
CUST_03499,2,5,992.48,2,Potential Loyalists,5,2,3
CUST_03500,254,9,2137.38,6,Need Attention,3,3,4
CUST_03501,802,4,331.03999999999996,5,Hibernating,1,2,2
CUST_03502,234,17,1919.1299999999999,6,Loyal Customers,3,4,4
CUST_03503,322,8,1049.5,4,Need Attention,3,3,3
CUST_03504,264,7,1524.8899999999999,4,Need Attention,3,3,3
CUST_03505,356,17,2271.7,6,Loyal Customers,3,4,4
CUST_03506,184,8,1052.41,2,Potential Loyalists,4,3,3
CUST_03507,54,11,1753.01,2,Champions,5,4,4
CUST_03508,32,5,373.56,2,Potential Loyalists,5,2,2
CUST_03509,457,2,39.03,1,Hibernating,2,1,1
CUST_03510,374,26,6991.13,0,Cannot Lose Them,2,5,5
CUST_03511,774,8,1312.42,5,At Risk,1,3,3
CUST_03512,376,30,9511.23,3,Cannot Lose Them,2,5,5
CUST_03513,438,19,4542.9,6,Cannot Lose Them,2,5,5
CUST_03514,330,25,7325.9,0,Loyal Customers,3,5,5
CUST_03515,268,12,2110.58,6,Loyal Customers,3,4,4
CUST_03516,441,9,1468.81,1,At Risk,2,3,3
CUST_03517,73,2,47.11,2,New Customers,4,1,1
CUST_03518,662,3,539.34,5,Hibernating,1,2,2
CUST_03519,562,2,68.05,1,Hibernating,1,1,1
CUST_03520,367,9,1181.8899999999999,4,At Risk,2,3,3
CUST_03521,871,1,109.06,5,Hibernating,1,1,1
CUST_03522,332,7,1302.81,4,Need Attention,3,3,3
CUST_03523,417,1,191.07,1,Hibernating,2,1,1
CUST_03524,49,6,556.9,2,Potential Loyalists,5,2,2
CUST_03525,756,8,1753.07,5,Cannot Lose Them,1,3,4
CUST_03526,1,8,823.99,2,Potential Loyalists,5,3,2
CUST_03527,8,6,842.0899999999999,2,Potential Loyalists,5,2,3
CUST_03528,316,2,125.67,4,Need Attention,3,1,1
CUST_03529,12,15,3033.53,2,Champions,5,4,4
CUST_03530,139,19,4507.88,7,Champions,4,5,5
CUST_03531,210,17,3005.94,6,Champions,4,4,4
CUST_03532,918,1,268.57,5,Hibernating,1,1,1
CUST_03533,3,19,5210.83,7,Champions,5,5,5
CUST_03534,72,12,3285.93,2,Champions,4,4,4
CUST_03535,172,13,1517.74,2,Loyal Customers,4,4,3
CUST_03536,451,2,74.21000000000001,1,Hibernating,2,1,1
CUST_03537,243,2,248.33,4,Need Attention,3,1,1
CUST_03538,376,26,8590.04,0,Cannot Lose Them,2,5,5
CUST_03539,227,18,3393.23,6,Loyal Customers,3,5,4
CUST_03540,473,10,1109.46,1,Loyal Customers,2,4,3
CUST_03541,55,2,70.85,2,New Customers,5,1,1
CUST_03542,44,4,316.22,2,Potential Loyalists,5,2,2
CUST_03543,145,18,2584.35,6,Champions,4,5,4
CUST_03544,123,42,8173.66,3,Champions,4,5,5
CUST_03545,380,6,661.47,4,Hibernating,2,2,2
CUST_03546,434,15,2948.8,6,Cannot Lose Them,2,4,4
CUST_03547,82,6,1266.81,2,Potential Loyalists,4,2,3
CUST_03548,379,1,75.23,4,Hibernating,2,1,1
CUST_03549,447,25,4890.68,0,Cannot Lose Them,2,5,5
CUST_03550,19,26,5596.78,7,Champions,5,5,5
CUST_03551,31,6,530.64,2,Potential Loyalists,5,2,2
CUST_03552,63,17,2199.17,2,Champions,4,4,4
CUST_03553,577,6,761.86,1,Hibernating,1,2,2
CUST_03554,465,38,10569.960000000001,3,Cannot Lose Them,2,5,5
CUST_03555,563,2,70.76,1,Hibernating,1,1,1
CUST_03556,6,21,2818.18,2,Champions,5,5,4
CUST_03557,21,7,988.38,2,Potential Loyalists,5,3,3
CUST_03558,29,14,2498.89,2,Champions,5,4,4
CUST_03559,195,2,84.53,4,New Customers,4,1,1
CUST_03560,682,5,590.86,5,Hibernating,1,2,2
CUST_03561,1,13,2332.45,2,Champions,5,4,4
CUST_03562,895,1,63.52,5,Hibernating,1,1,1
CUST_03563,597,3,230.78,1,Hibernating,1,2,1
CUST_03564,9,8,1429.95,2,Potential Loyalists,5,3,3
CUST_03565,59,11,2387.14,2,Champions,4,4,4
CUST_03566,425,3,428.93,1,Hibernating,2,2,2
CUST_03567,73,9,857.64,2,Potential Loyalists,4,3,3
CUST_03568,478,21,5372.08,0,Cannot Lose Them,2,5,5
CUST_03569,170,4,233.21,4,Potential Loyalists,4,2,1
CUST_03570,410,8,872.72,1,At Risk,2,3,3
CUST_03571,120,15,2315.15,2,Champions,4,4,4
CUST_03572,222,8,1213.72,4,Need Attention,3,3,3
CUST_03573,10,8,1206.93,2,Potential Loyalists,5,3,3
CUST_03574,587,4,543.81,1,Hibernating,1,2,2
CUST_03575,412,12,2589.73,6,Cannot Lose Them,2,4,4
CUST_03576,26,6,997.2,2,Potential Loyalists,5,2,3
CUST_03577,175,42,11244.69,3,Champions,4,5,5
CUST_03578,490,2,90.27000000000001,1,Hibernating,2,1,1
CUST_03579,358,11,1985.0,6,Loyal Customers,3,4,4
CUST_03580,363,32,10859.73,3,Loyal Customers,3,5,5
CUST_03581,133,2,324.53,4,New Customers,4,1,2
CUST_03582,277,12,1408.95,6,Loyal Customers,3,4,3
CUST_03583,16,11,1587.33,2,Loyal Customers,5,4,3
CUST_03584,264,4,508.74,4,Need Attention,3,2,2
CUST_03585,131,16,2390.89,6,Champions,4,4,4
CUST_03586,142,42,10776.7,3,Champions,4,5,5
CUST_03587,674,2,40.69,5,Hibernating,1,1,1
CUST_03588,18,33,8268.32,3,Champions,5,5,5
CUST_03589,275,22,6144.51,7,Loyal Customers,3,5,5
CUST_03590,140,15,2125.35,6,Champions,4,4,4
CUST_03591,654,5,543.93,5,Hibernating,1,2,2
CUST_03592,308,1,97.22,4,Need Attention,3,1,1
CUST_03593,237,4,457.31000000000006,4,Need Attention,3,2,2
CUST_03594,670,9,1480.26,1,At Risk,1,3,3
CUST_03595,310,1,17.76,4,Need Attention,3,1,1
CUST_03596,824,1,91.45,5,Hibernating,1,1,1
CUST_03597,20,10,2419.14,2,Champions,5,4,4
CUST_03598,409,13,2088.13,6,Cannot Lose Them,2,4,4
CUST_03599,797,2,214.60000000000002,5,Hibernating,1,1,1
CUST_03600,478,13,2329.42,6,Cannot Lose Them,2,4,4
CUST_03601,851,1,18.25,5,Hibernating,1,1,1
CUST_03602,349,13,2447.55,6,Loyal Customers,3,4,4
CUST_03603,330,10,1470.47,6,Loyal Customers,3,4,3
CUST_03604,290,2,156.63,4,Need Attention,3,1,1
CUST_03605,253,27,6733.43,7,Loyal Customers,3,5,5
CUST_03606,761,3,180.46,5,Hibernating,1,2,1
CUST_03607,280,4,787.72,4,Need Attention,3,2,2
CUST_03608,360,5,687.55,4,Need Attention,3,2,2
CUST_03609,566,5,1048.99,1,Hibernating,1,2,3
CUST_03610,72,8,1057.76,2,Potential Loyalists,4,3,3
CUST_03611,375,6,950.7299999999999,4,Hibernating,2,2,3
CUST_03612,388,2,318.64,4,Hibernating,2,1,2
CUST_03613,394,1,120.79,4,Hibernating,2,1,1
CUST_03614,406,9,1149.39,1,At Risk,2,3,3
CUST_03615,6,6,921.08,2,Potential Loyalists,5,2,3
CUST_03616,12,21,7490.98,7,Champions,5,5,5
CUST_03617,191,33,9678.64,3,Champions,4,5,5
CUST_03618,561,7,627.07,1,At Risk,1,3,2
CUST_03619,145,3,155.14,4,Potential Loyalists,4,2,1
CUST_03620,130,13,2851.4700000000003,2,Champions,4,4,4
CUST_03621,365,23,7030.72,0,Loyal Customers,3,5,5
CUST_03622,27,37,10826.3,3,Champions,5,5,5
CUST_03623,653,2,124.31,5,Hibernating,1,1,1
CUST_03624,51,7,889.81,2,Potential Loyalists,5,3,3
CUST_03625,82,7,737.36,2,Potential Loyalists,4,3,2
CUST_03626,592,10,1407.12,1,Loyal Customers,1,4,3
CUST_03627,462,5,420.22,1,Hibernating,2,2,2
CUST_03628,83,8,970.84,2,Potential Loyalists,4,3,3
CUST_03629,315,15,2708.7799999999997,6,Loyal Customers,3,4,4
CUST_03630,276,33,9885.85,3,Loyal Customers,3,5,5
CUST_03631,332,8,905.55,4,Need Attention,3,3,3
CUST_03632,591,33,9538.2,0,Cannot Lose Them,1,5,5
CUST_03633,174,18,3353.12,6,Champions,4,5,4
CUST_03634,64,5,722.3199999999999,2,Potential Loyalists,4,2,2
CUST_03635,517,10,1722.33,1,Cannot Lose Them,2,4,4
CUST_03636,21,7,714.88,2,Potential Loyalists,5,3,2
CUST_03637,373,9,709.14,1,At Risk,2,3,2
CUST_03638,185,1,13.04,4,New Customers,4,1,1
CUST_03639,46,8,1615.25,2,Potential Loyalists,5,3,3
CUST_03640,422,1,16.79,1,Hibernating,2,1,1
CUST_03641,100,15,2448.75,2,Champions,4,4,4
CUST_03642,726,2,57.67,5,Hibernating,1,1,1
CUST_03643,159,7,718.72,2,Potential Loyalists,4,3,2
CUST_03644,370,8,1026.24,4,At Risk,2,3,3
CUST_03645,299,8,1370.9,4,Need Attention,3,3,3
CUST_03646,441,4,447.79,1,Hibernating,2,2,2
